codigo;nome_do_pregao;codigo_de_negociacao;cnpj;atividade_principal;classificacao_setorial;escriturador
USST;;;71.324.784/0001-51;;;
UTCP;;;02.164.892/0001-91;;;
UTEG;;;;;;
UTEP;PARNAIBAIII;;10.536.701/0001-01;;;
UTPS;USIPAMPASUL;;04.739.720/0001-24;A principal atividade da Companhia é a geração de energia elétrica mediante a operação da Usina Termelétrica Pampa Sul.;Não Classificados / Não Classificados / Não Classificado;EMPRESA
UTRG;;;;;;
VAAL;;;;;;
VABC;;;;;;
VACS;;;43.015.637/0001-64;;;
VALE;;VALE3;01/04/1968;33.592.510/0001-54;Mineração;BRADESCO
VALG;;;;;;
VAMO;;VAMO3;29/01/2021;23.373.000/0001-32;Locação e venda de caminhões. máquinas e equipamentos pesados e a prestação de serviços de manutenção de frota. tanto preventiva. quanto corretiva.;BRADESCO
VAND;LOGBRAS;;14.251.450/0001-61;;;
VAPE;;;;;;
VARZ;;;;;;
VBBR;VIBRA;VBBR3;15/12/2017;34.274.233/0001-02;Distribuição e venda de álcool carburante. biodísel. gasolina e demais derivados de petróleo. incluindo lubrificantes. assim como gás natural.;ITAU CORRETORA ACOES
VBMT;;;;;;
VBRR;VIABRASIL163;;44.067.725/0001-72;A realização. sob regime de concessão. da prestação de serviços públicos. conforme Edital de Concessão nº 02/2021. da Agência Nacional de Transportes Terrestres.;Não Classificados / Não Classificados / Não Classificado;EMPRESA
VCCO;MOTTU I SA;;41.335.131/0001-07;Locação e leasing de meios de transporte terrestre sem condutor. por período de longo ou curta duração.;Não Classificados / Não Classificado / Não Classificados;VORTX DTVM LTDA.
VCON;VITACONPART;;11.144.772/0001-13;;;
VCP7;;;37.368.241/0001-06;;;
VDBF;;;19.788.923/0001-88;;;
VDBG;VDB F3 GERAÇ;;27.074.078/0001-07;;;
VDCV;;;;;;
VDEN;VERDE08ENERG;;19.729.992/0001-10;;;
VDES;;;;;;
VDIE;;;;;;
VDQH;VDQHOLDINGS;;08.803.085/0001-58;;;
VEBM;;;01.637.895/0001-32;Fabricação. importação. exportação e comercio em geral. de cimento. cal. argamassa. gesso e das respectivas matérias-primas. fertilizantes e corretivos de solo. artefatos de cimento e seus derivados.;Não Classificados / Não Classificados / Não Classificado;ITAU CORRETORA ACOES
VEEX;;;;;;
VEII;;;;;;
VELH;;;;;;
VENR;;;;;;
VENS;;;07.058.238/0001-17;;;
VERL;VERT-LEVECAP;;36.699.688/0001-97;;;
VERO;VERO S.A.;;31.748.174/0001-60;A Companhia tem por objeto a prestação de serviços de telecomunicações e internet em geral. entre outras atividades correlatas.;Não Classificados / Não Classificado / Não Classificados;EMPRESA
VERT;VERTCIASEC;;25.005.683/0001-09;a aquisição e securitização de quaisquer direitos creditórios do agronegócio e de títulos e valores mobiliários lastreados em direitos de crédito do agronegócio e direitos de crédito imobiliários;Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis;VERT COMPANHIA SECURITIZADORA
VGRA;;;13.344.343/0001-15;;;
VIAB;;;10.670.314/0001-55;Concessionaria de rodovias.;Construção e Transporte / Transporte / Exploração de Rodovias;BRADESCO
VIAC;VIA COSTEIRA;;36.763.716/0001-98;;Não Classificados / Não Classificados / Não Classificado;BRADESCO - DEBENT.
VIAD;;;;;;
VIAL;RODOVIASOEST;;03.497.792/0001-40;;;
VIDR;;;48.845.556/0001-05;;;
VIGR;;;13.324.184/0001-97;;;
VIII;;;19.941.770/0001-67;;;
VILH;;;;;;
VIMT;;;32.321.304/0001-47;;;
VINH;;;;;;
VIPL;VIPALBM;;09.526.594/0001-43;;;
VIRY;;;;;;
VISI;;;;;;
VITP;;;;;;
VITT;;VITT3;02/09/2021;45.365.558/0001-09;Produção de fertilizantes especiais e defensivos biológicos.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
VIVA;;VIVA3;10/10/2019;33.839.910/0001-11;"Participação em outras sociedades. na qualidade de quotistas. ou acionistas; holding de instituições não-financeiras; e agente de propriedade intelectual.";ITAU CORRETORA ACOES
VIVR;VIVER;VIVR3;06/06/2007;67.571.414/0001-41;Construção. incorporação. aquisição de créditos com lastro em ativos imobiliários. obras paradas. vendas. repasse. cobrança. assistência técnica. negociação de dívidas e processos judiciais.;ITAU CORRETORA ACOES
VIVS;;;;;;
VIVT;;VIVT3;21/09/1998;02.558.157/0001-62;Prestação de serviços de telecomunicações. exploração de serviços de valor adicionado e soluções integradas.;BRADESCO
VIXL;VIXLOGISTICA;;32.681.371/0001-72;;Não Classificados / Não Classificado / Não Classificados;ITAU CORRETORA ACOES
VJEN;;;;;;
VLBN;VALE BONITO;;01.794.428/0001-16;;;
VLID;VALID;VLID3;27/04/2006;33.113.309/0001-47;Integração de Soluções de Identificação Segura. físicas e digitais. para os ecossistemas de ID & Governo Digital. Banking & Meios de Pagamento e Conectividade Segura.;ITAU CORRETORA ACOES
VLIM;VLI;;42.276.907/0001-28;;;
VLIO;;;12.963.928/0001-50;;;
VLLP;VILA LEOPOLD;;29.414.779/0001-73;;;
VLME;;;41.570.356/0001-48;Aluguel de máquinas. equipamentos. veículos e peças para construção e agricultura.;Não Classificados / Não Classificado / Não Classificados;EMPRESA
VLPR;;;01.772.413/0001-57;;;
VLRL;;;20.118.823/0001-23;;;
VLS3;VILASERGIPE3;;30.311.178/0001-14;;;
VMAC;;;;;;
VMII;EOLICAVERMEL;;20.024.516/0001-83;;;
VMSA;VIMASA;;19.213.316/0001-90;;;
VNR1;;;29.401.264/0001-39;;;
VNR2;;;29.320.977/0001-78;;;
VNSR;;;;;;
VNTT;VENTOSSAOTIT;;17.875.156/0001-19;;;
VNYD;;;28.008.733/0001-91;;;
VOGL;;;05.872.814/0001-30;;;
VOLC;COMSECREDFIN;;39.332.327/0001-04;;;
VOLT;VOLTALIA;;18.396.589/0001-54;;;
VP1E;VILA PIAUI 1;;30.321.883/0001-00;;;
VP2E;;;30.311.116/0001-02;;;
VPCE;;;;;;
VPI3;;;30.311.141/0001-96;;;
VPLT;VIAPAULISTA;;28.019.100/0001-89;Concessionárias de rodovias. pontes. túneis e serviços relacionados;Não Classificados / Não Classificados / Não Classificado;ITAU CORRETORA ACOES
VPRC;PIRACICABANA;;54.360.623/0001-02;;;
VRCP;VIRACOPOS;;14.522.178/0001-07;;;
VRDN;VIARONDON;;10.635.691/0001-53;;Não Classificados / Não Classificados / Não Classificado;EMPRESA
VRDS;VEREDAS;;23.776.376/0001-98;;;
VRDT;;;;;;
VSBT;VENTOSSBENTO;;14.559.815/0001-10;;;
VSCE;;;;;;
VSCL;;;15.674.688/0001-62;;;
VSEH;;;16.603.346/0001-14;;;
VSEN;BOAVISTA2;;09.551.294/0001-14;;;
VSER;;;;;;
VSG2;VILASERGIPE1;;29.330.011/0001-11;;;
VSGE;;;;;;
VSGR;;;;;;
VSIT;;;36.521.478/0001-04;;;
VSJE;;;;;;
VSJH;;;17.875.396/0001-13;;;
VSJI;;;;;;
VSJX;;;;;;
VSLE;;;;;;
VSLZ;VENTOSSTALUI;;15.307.668/0001-53;;;
VSOI;;;;;;
VSON;VISION SEC;;08.937.002/0001-13;;;
VSP2;VILASERGIPE2;;30.321.925/0001-03;;;
VSPE;VISION F SA;;35.067.262/0001-58;;;
VSPT;FER C ATLANT;VSPT4;16/02/1996;00.924.429/0001-75;Serviço de Transporte Ferroviário;BRADESCO
VSRE;;;;;;
VSTE;VESTE;VSTE3;29/04/2008;49.669.856/0001-43;"(a) confecção de produtos em geral. através de terceiros; (b) importação e exportação; (c) exploração de comércio e indústria de confecção de produtos em geral.";ITAU CORRETORA ACOES
VSTH;VENTOSSAOTOM;;15.675.033/0001-09;;;
VSUL;VENTOSSUL;;06.016.348/0001-53;Geração. transmissão e distribuição de eneriga elétrica proveniente de fonte eólica para fins de comércio em caráter permanente. como Produtor Independente de Energia;Não Classificados / Não Classificados / Não Classificado;EMPRESA
VSUR;VENTOS;;14.583.703/0001-02;;;
VTAE;VENTOSSTAALB;;23.037.357/0001-40;;;
VTAR;;;21.840.567/0001-46;;;
VTCE;VENTOSCASIMI;;21.877.685/0001-29;;;
VTCT;VOTOCIMENTO;;10.656.452/0001-80;;;
VTEG;VITALENG;;02.536.066/0001-26;;;
VTEN;SAOADEODATO;;21.877.676/0001-38;;;
VTER;;;21.869.347/0001-45;;;
VTIJ;;;08.493.354/0001-27;;;
VTLA;;;19.943.730/0001-54;;;
VTRU;VITRUEDUCA;VTRU3;10/06/2024;20.512.706/0001-40;"A Companhia atua na participação no capital de outras sociedades. no desenvolvimento de atividades relacionadas à educação; na realização de congressos educacionais; e na comercialização de livros.";BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
VTSS;;;15.674.478/0001-74;;;
VTVE;;;21.840.617/0001-95;;;
VULC;;VULC3;20/07/1977;50.926.955/0001-42;Representantes comerciais e agentes do comércio de têxteis. vestuário. calçados e artigos de viagem.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
VUME;COMPSECURIT;;40.885.785/0001-41;;;
VVEO;VIVEO;VVEO3;09/08/2021;12.420.164/0001-57;"Distribuição e comércio atacadista de produtos para saúde. incluindo medicamentos. produtos médico-hospitalares e laboratoriais; vacinas para uso humano; dietas e leites nutricionais; cosméticos.";ITAU CORRETORA ACOES
VVER;;;;;;
VVLH;VILAVELHAADM;;30.280.531/0001-46;;;
VZSN;;;57.559.387/0001-38;;;
WARR;;;;;;
WDPR;;;23.733.733/0001-30;;;
WEGE;WEG;WEGE3;02/08/2004;84.429.695/0001-11;A WEG SA é uma sociedade de participação não operacional (holding) e também sociedade de comando do Grupo WEG.;BRADESCO
WEST;WESTWING;WEST3;11/02/2021;14.776.142/0001-50;"Comércio físico e digital varejista de móveis e artigos domésticos em geral. vestuário e bens e acessórios de uso pessoal; serviços de design de interiores e arquitetura.";BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
WETE;;;;;;
WETR;WE TRUST;;28.133.664/0001-48;;;
WHRL;WHIRLPOOL;WHRL4;16/06/2006;59.105.999/0001-86;Fabricação e comercialização de eletrodomésticos;BRADESCO
WINP;;;;;;
WIZC;WIZ CO;WIZC3;05/06/2015;42.278.473/0001-03;Corretagem de seguros de todos os ramos. assessoria e consultoria na área de seguros em geral. intermediação e desenvolvimento de soluções em negócios. sem especificação definida. dentre outros.;ITAU CORRETORA ACOES
WLMM;;WLMM4;07/01/1971;33.228.024/0001-51;Comércio a varejo e por atacado de caminhões. automóveis. camionetas. utilitários novos e usados. máquinas. equipamentos. instalação e manutenção. Holding de instituições não-financeira.;BRADESCO
WMBR;;;17.919.649/0001-03;;;
WNBR;;;09.813.204/0001-16;Plataforma digital de compra e venda de vinhos e produtos relacionados;Não Classificados / Não Classificado / Não Classificados;ITAU CORRETORA ACOES
WNTY;;;;;;
WTLB;MIZUHOBM;;61.088.183/0001-33;;;
WTPI;;;02.643.896/0001-52;Securitização de Recebíveis;Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis;WTORRE PIC SECURITIZADORA CRED IMOB S.A.
WTSA;;;07.022.301/0001-65;;;
WTVE;;;;;;
WWHD;WWHOLDING;;27.218.960/0001-89;;;
XMSS;XMASSETO;;14.265.207/0001-00;;;
XNGU;XINGUENERGIA;;23.093.056/0001-33;;;
XNIC;XNICEPART;;17.426.229/0001-95;;;
XPBR;XP INC;XPBR31;;35.306.280/0001-45;;
XPEN;;;34.475.373/0001-30;;;
XPPO;;;;;;
XPVS;XPINVESTIMEN;;16.838.421/0001-26;;;
XVII;;;;;;
XXII;PORTOVIT;;40.997.635/0001-20;Aquisição e securitização de créditos. dentre outras atividades.;Não Classificados / Não Classificado / Não Classificados;EMPRESA
XXIX;;;;;;
YAHA;YAMAHABM;;10.371.492/0001-85;;;
YBRA;;YBRA4;28/06/2023;02.217.319/0001-07;Holding - participação em outras sociedades;ITAU CORRETORA ACOES
YDUQ;YDUQS PART;YDUQ3;30/07/2007;08.807.432/0001-10;Desenvolve principalmente nas áreas de educação de nível superior. nas modalidades presencial e a distância. educação profissional e/ou outras áreas associadas à educação.;ITAU CORRETORA ACOES
YUNY;YUNY;;01.490.046/0001-07;;;
ZAMP;ZAMP S.A.;ZAMP3;18/12/2017;13.574.594/0001-96;Prestação de serviços de operação e assessoria a restaurantes;ITAU CORRETORA ACOES
ZEPP;NZEPPONESA;;00.674.246/0001-49;;;
ZION;ZIONCAPITAL;;27.080.444/0001-30;;;
ZMPT;ZEMA;;00.647.154/0001-70;;;
ZTIX;ZATIX TECNOL;;03.585.974/0001-72;;;
ZXSZ;VOTORANTIMBM;;59.588.111/0001-03;;;
ZYQZ;;;07.207.996/0001-50;;;
ZZDT;Z.A DIGITAL;;35.993.098/0001-00;;;
